age;job;marital;education;contact;term_deposit;balance;Cluster_Prediction
57;management;married;tertiary;unknown;no;5431;3
38;services;single;tertiary;unknown;no;323;0
30;blue-collar;married;secondary;unknown;no;1312;0
43;blue-collar;married;primary;unknown;no;953;0
35;blue-collar;single;secondary;unknown;no;5;0
28;technician;single;secondary;unknown;no;213;0
38;admin.;married;secondary;unknown;no;976;0
45;blue-collar;married;primary;unknown;no;970;0
31;technician;single;secondary;unknown;no;87;0
38;technician;married;secondary;unknown;no;59;0
28;student;single;tertiary;unknown;no;80;0
40;unemployed;married;primary;unknown;no;3444;3
30;blue-collar;married;secondary;unknown;no;12697;1
47;blue-collar;married;secondary;unknown;yes;863;0
27;management;single;tertiary;unknown;no;0;0
30;technician;single;secondary;unknown;no;18;0
53;services;married;secondary;unknown;no;33;0
48;blue-collar;married;primary;unknown;no;281;0
35;technician;single;secondary;unknown;no;-206;0
38;services;single;secondary;unknown;no;36;0
32;technician;married;unknown;unknown;no;1879;3
53;blue-collar;married;primary;unknown;no;10;0
25;blue-collar;married;secondary;unknown;no;77;0
45;entrepreneur;married;tertiary;unknown;no;369;0
28;blue-collar;single;secondary;unknown;no;43;0
30;blue-collar;married;primary;unknown;no;392;0
31;admin.;single;secondary;unknown;no;0;0
42;housemaid;married;primary;unknown;no;14752;1
60;admin.;married;unknown;unknown;no;738;0
28;student;single;tertiary;unknown;no;836;0
46;blue-collar;single;primary;unknown;no;2851;3
40;technician;married;tertiary;unknown;no;296;0
32;blue-collar;married;primary;unknown;no;1076;0
56;blue-collar;married;secondary;unknown;no;25;0
20;blue-collar;married;primary;unknown;no;-172;0
41;services;single;secondary;unknown;no;197;0
48;blue-collar;married;secondary;unknown;no;5057;3
49;blue-collar;married;primary;unknown;no;284;0
29;blue-collar;single;tertiary;unknown;no;1012;0
57;admin.;divorced;secondary;unknown;no;4378;3
49;technician;married;secondary;unknown;no;2718;3
42;entrepreneur;single;primary;unknown;no;103;0
28;blue-collar;married;secondary;unknown;no;1827;0
31;blue-collar;married;secondary;unknown;no;41;0
26;blue-collar;married;secondary;unknown;no;484;0
29;services;single;secondary;unknown;no;146;0
26;technician;single;secondary;unknown;no;3;0
31;blue-collar;single;secondary;unknown;no;259;0
38;entrepreneur;married;secondary;unknown;no;830;0
45;services;divorced;primary;unknown;no;242;0
24;blue-collar;single;secondary;unknown;no;0;0
31;admin.;single;secondary;unknown;no;6042;3
40;blue-collar;married;secondary;unknown;no;-341;0
34;services;divorced;secondary;unknown;no;221;0
24;technician;single;secondary;unknown;no;-46;0
26;blue-collar;single;secondary;unknown;no;-5;0
29;management;single;tertiary;unknown;no;617;0
30;management;married;tertiary;unknown;no;134;0
61;blue-collar;married;primary;unknown;no;625;0
26;management;married;tertiary;unknown;no;775;0
31;technician;single;tertiary;unknown;no;221;0
28;technician;single;tertiary;unknown;no;-31;0
31;admin.;married;secondary;unknown;yes;97;0
52;entrepreneur;divorced;tertiary;unknown;no;81;0
30;blue-collar;single;secondary;unknown;no;16;0
32;services;married;secondary;unknown;no;144;0
38;management;single;tertiary;unknown;no;889;0
40;blue-collar;married;secondary;unknown;no;-481;0
38;entrepreneur;married;secondary;unknown;no;680;0
54;blue-collar;married;secondary;unknown;no;-754;0
42;services;married;secondary;unknown;no;2993;3
34;technician;divorced;tertiary;unknown;no;501;0
42;management;married;tertiary;unknown;no;365;0
54;retired;divorced;primary;unknown;no;477;0
27;blue-collar;married;secondary;unknown;no;72;0
31;blue-collar;married;primary;unknown;no;2085;3
34;technician;single;secondary;unknown;no;705;0
31;blue-collar;married;secondary;unknown;yes;754;0
27;technician;married;secondary;unknown;no;512;0
25;blue-collar;married;secondary;unknown;no;300;0
20;student;single;secondary;unknown;no;67;0
54;admin.;divorced;secondary;unknown;no;912;0
30;blue-collar;single;unknown;unknown;no;0;0
33;blue-collar;married;secondary;unknown;no;86;0
22;blue-collar;single;secondary;unknown;no;0;0
36;blue-collar;married;unknown;unknown;no;79;0
44;blue-collar;married;secondary;unknown;no;87;0
43;management;married;secondary;unknown;no;3196;3
44;retired;married;secondary;unknown;no;181;0
49;management;single;tertiary;unknown;no;354;0
27;entrepreneur;married;secondary;unknown;no;220;0
45;blue-collar;married;primary;unknown;no;2128;3
41;management;married;tertiary;unknown;no;4357;3
28;entrepreneur;single;unknown;unknown;no;1306;0
51;technician;married;unknown;unknown;no;425;0
49;management;married;tertiary;unknown;no;68;0
42;unemployed;married;secondary;unknown;no;1990;3
55;technician;married;secondary;unknown;no;978;0
41;technician;single;secondary;unknown;no;0;0
51;management;single;tertiary;unknown;no;824;0
46;blue-collar;married;secondary;unknown;no;679;0
41;blue-collar;married;primary;unknown;no;262;0
32;blue-collar;divorced;secondary;unknown;no;86;0
43;technician;single;tertiary;unknown;no;1017;0
48;blue-collar;married;primary;unknown;no;456;0
52;self-employed;married;secondary;unknown;no;6353;1
29;technician;single;secondary;unknown;no;103;0
51;admin.;divorced;secondary;unknown;no;467;0
48;blue-collar;married;secondary;unknown;no;841;0
34;services;married;secondary;unknown;no;0;0
52;admin.;single;secondary;unknown;no;-346;0
31;self-employed;married;secondary;unknown;no;157;0
41;technician;married;secondary;unknown;no;459;0
40;services;single;secondary;unknown;no;464;0
51;services;married;secondary;unknown;no;2085;3
42;blue-collar;married;unknown;unknown;no;1323;0
31;blue-collar;single;secondary;unknown;no;75;0
34;blue-collar;married;primary;unknown;no;-288;0
41;self-employed;married;secondary;unknown;no;713;0
43;blue-collar;married;secondary;unknown;no;1071;0
54;blue-collar;married;secondary;unknown;no;887;0
47;services;married;secondary;unknown;no;-288;0
41;blue-collar;married;primary;unknown;no;3722;3
40;management;married;tertiary;unknown;no;3;0
23;management;single;secondary;unknown;no;85;0
48;blue-collar;married;primary;unknown;no;6489;1
36;admin.;single;secondary;unknown;no;3457;3
44;management;divorced;tertiary;unknown;no;409;0
31;admin.;single;secondary;unknown;no;396;0
32;blue-collar;married;secondary;unknown;no;101;0
49;blue-collar;married;secondary;unknown;no;402;0
23;blue-collar;single;secondary;unknown;no;525;0
41;admin.;married;secondary;unknown;no;3855;3
52;blue-collar;married;secondary;unknown;no;157;0
41;management;married;tertiary;unknown;no;1897;3
22;blue-collar;married;secondary;unknown;no;36;0
60;blue-collar;married;secondary;unknown;no;171;0
60;technician;married;unknown;unknown;no;148;0
35;technician;married;unknown;unknown;no;208;0
49;blue-collar;married;primary;unknown;no;1536;0
32;blue-collar;single;secondary;unknown;no;476;0
45;blue-collar;married;secondary;unknown;no;42;0
29;management;single;tertiary;unknown;no;-233;0
45;management;married;tertiary;unknown;no;1540;0
28;management;single;tertiary;unknown;no;3238;3
21;student;single;unknown;unknown;no;210;0
31;services;single;secondary;unknown;no;1629;0
27;admin.;divorced;secondary;unknown;no;112;0
43;services;divorced;secondary;unknown;yes;1040;0
24;blue-collar;single;unknown;unknown;no;76;0
28;blue-collar;single;secondary;unknown;no;362;0
42;management;divorced;tertiary;unknown;no;1116;0
40;blue-collar;married;secondary;unknown;no;-365;0
42;services;married;primary;unknown;no;2567;3
31;blue-collar;single;secondary;unknown;no;19;0
47;blue-collar;married;primary;unknown;no;146;0
40;blue-collar;divorced;secondary;unknown;no;125;0
31;admin.;divorced;secondary;unknown;no;47;0
26;blue-collar;divorced;secondary;unknown;no;0;0
52;admin.;single;primary;unknown;no;0;0
31;blue-collar;single;tertiary;unknown;no;462;0
44;management;married;tertiary;unknown;no;4087;3
27;technician;single;secondary;unknown;no;16;0
41;blue-collar;married;unknown;unknown;no;665;0
28;management;single;secondary;unknown;no;471;0
27;blue-collar;married;secondary;unknown;no;613;0
34;admin.;married;secondary;unknown;no;645;0
44;blue-collar;married;secondary;unknown;no;1087;0
36;blue-collar;married;primary;unknown;no;2079;3
37;technician;married;secondary;unknown;no;1633;0
27;technician;single;primary;unknown;no;1022;0
32;blue-collar;single;secondary;unknown;no;1211;0
31;blue-collar;married;secondary;unknown;no;9714;1
51;management;married;tertiary;unknown;no;642;0
47;technician;divorced;secondary;unknown;no;1851;3
23;student;single;secondary;unknown;no;405;0
30;management;single;tertiary;unknown;no;358;0
50;blue-collar;married;secondary;unknown;no;170;0
52;services;married;secondary;unknown;no;2420;3
34;blue-collar;single;secondary;unknown;no;1484;0
28;entrepreneur;married;secondary;unknown;no;422;0
28;admin.;single;secondary;unknown;no;350;0
57;retired;married;secondary;unknown;no;919;0
31;management;single;tertiary;unknown;no;444;0
35;management;married;tertiary;unknown;no;1253;0
49;entrepreneur;married;tertiary;unknown;no;320;0
32;services;married;secondary;unknown;no;1066;0
28;services;married;unknown;unknown;no;-134;0
51;management;single;tertiary;unknown;no;1146;0
32;blue-collar;married;primary;unknown;no;424;0
37;management;divorced;tertiary;unknown;yes;122;0
55;blue-collar;married;secondary;unknown;no;212;0
27;blue-collar;single;secondary;unknown;no;5;0
49;management;single;tertiary;unknown;no;580;0
22;blue-collar;single;secondary;unknown;no;3992;3
36;technician;divorced;secondary;unknown;no;141;0
46;management;divorced;secondary;unknown;no;361;0
57;blue-collar;married;secondary;unknown;no;8195;1
55;admin.;divorced;secondary;unknown;no;3524;3
34;blue-collar;married;secondary;unknown;no;1710;0
44;technician;married;primary;unknown;no;177;0
45;management;married;tertiary;unknown;no;199;0
30;blue-collar;married;secondary;unknown;no;0;0
30;technician;single;tertiary;unknown;yes;880;0
45;blue-collar;married;secondary;unknown;no;771;0
34;blue-collar;divorced;secondary;unknown;no;164;0
41;technician;married;secondary;unknown;yes;501;0
45;management;married;unknown;unknown;no;9051;1
46;technician;divorced;unknown;unknown;no;103;0
37;management;married;tertiary;unknown;no;89;0
45;blue-collar;married;secondary;unknown;no;4111;3
42;blue-collar;married;primary;unknown;no;170;0
49;blue-collar;married;secondary;unknown;no;1854;3
54;blue-collar;married;secondary;unknown;no;233;0
60;retired;married;secondary;unknown;no;819;0
24;admin.;single;secondary;unknown;no;1019;0
43;blue-collar;married;primary;unknown;no;1147;0
49;technician;married;tertiary;unknown;no;279;0
45;blue-collar;married;unknown;unknown;no;1263;0
54;technician;divorced;secondary;unknown;no;7449;1
39;management;married;tertiary;unknown;no;198;0
23;technician;single;unknown;unknown;no;710;0
48;services;divorced;secondary;unknown;no;858;0
38;admin.;married;secondary;unknown;no;1344;0
44;self-employed;single;tertiary;unknown;no;149;0
53;management;single;primary;unknown;no;208;0
28;blue-collar;married;secondary;unknown;no;224;0
38;management;single;tertiary;unknown;no;91;0
27;blue-collar;single;secondary;unknown;no;-3;0
25;blue-collar;married;secondary;unknown;no;316;0
35;admin.;married;secondary;unknown;no;846;0
31;blue-collar;married;primary;unknown;no;352;0
40;blue-collar;married;primary;unknown;no;-22;0
27;services;single;secondary;unknown;no;4923;3
53;admin.;married;tertiary;unknown;no;6;0
32;management;divorced;tertiary;unknown;no;312;0
37;technician;single;secondary;unknown;no;61;0
37;blue-collar;married;primary;unknown;no;53;0
47;blue-collar;married;unknown;unknown;no;-345;0
36;management;divorced;tertiary;unknown;no;0;0
52;blue-collar;married;secondary;unknown;no;2231;3
52;services;married;unknown;unknown;no;337;0
50;technician;married;unknown;unknown;no;413;0
45;blue-collar;married;secondary;unknown;no;1345;0
52;blue-collar;married;primary;unknown;no;522;0
23;services;married;primary;unknown;no;523;0
44;blue-collar;married;secondary;unknown;no;261;0
27;admin.;single;secondary;unknown;no;3776;3
57;technician;married;secondary;unknown;no;437;0
48;blue-collar;married;primary;unknown;no;490;0
51;management;married;unknown;unknown;no;6482;1
53;management;married;primary;unknown;no;3544;3
46;retired;married;primary;unknown;no;0;0
49;services;single;secondary;unknown;no;459;0
30;technician;single;tertiary;unknown;yes;3291;3
41;management;married;primary;unknown;no;2592;3
42;self-employed;married;tertiary;unknown;no;596;0
34;self-employed;married;secondary;unknown;no;-56;0
44;services;married;primary;unknown;no;1161;0
34;blue-collar;married;primary;unknown;no;183;0
28;student;single;secondary;unknown;no;154;0
31;management;single;secondary;unknown;no;0;0
48;technician;single;secondary;unknown;no;479;0
38;management;divorced;tertiary;unknown;no;-980;0
38;management;single;tertiary;unknown;no;690;0
32;management;divorced;tertiary;unknown;no;5306;3
33;admin.;married;secondary;unknown;no;730;0
41;services;single;secondary;unknown;no;397;0
33;admin.;single;secondary;unknown;no;434;0
37;management;married;tertiary;unknown;no;897;0
55;technician;divorced;secondary;unknown;no;0;0
32;services;single;secondary;unknown;no;228;0
33;management;single;tertiary;unknown;no;201;0
54;management;married;tertiary;unknown;no;2847;3
39;admin.;single;secondary;unknown;no;4039;3
60;technician;married;unknown;unknown;no;132;0
30;blue-collar;married;secondary;unknown;no;9;0
34;management;single;secondary;unknown;no;31;0
57;management;married;tertiary;unknown;no;0;0
36;blue-collar;married;secondary;unknown;yes;4438;3
39;admin.;married;secondary;unknown;no;6421;1
38;blue-collar;married;secondary;unknown;no;171;0
37;management;divorced;tertiary;unknown;no;42;0
36;management;married;tertiary;unknown;no;806;0
39;blue-collar;married;secondary;unknown;no;298;0
35;entrepreneur;married;secondary;unknown;no;24;0
47;blue-collar;married;secondary;unknown;no;290;0
37;management;married;tertiary;unknown;no;425;0
39;unemployed;married;secondary;unknown;no;0;0
35;blue-collar;married;secondary;unknown;no;1602;0
32;management;divorced;primary;unknown;no;137;0
30;management;single;tertiary;unknown;no;3110;3
38;blue-collar;single;primary;unknown;no;419;0
35;blue-collar;divorced;secondary;unknown;yes;0;0
31;blue-collar;married;secondary;unknown;no;-88;0
35;blue-collar;married;secondary;unknown;no;274;0
38;management;married;tertiary;unknown;no;0;0
34;services;married;secondary;unknown;no;0;0
30;management;single;tertiary;unknown;no;162;0
31;services;divorced;secondary;unknown;no;1222;0
54;services;married;secondary;unknown;no;4482;3
40;technician;married;secondary;unknown;no;1259;0
35;blue-collar;married;secondary;unknown;no;499;0
35;technician;single;secondary;unknown;no;1861;3
29;services;single;secondary;unknown;yes;271;0
